Marca;Modelo;Motor;Combustible;Elemento;Denominacion;Codigo Man;Codigo Wix;Descripcion
RENAULT;Kangoo II / Grand Kangoo / Kangoo Be Bop;1.5 dCi 90;Diesel;Filtro de combustible;F;PU 9011 z KIT;WF8489;Sistema de filtración MAHLE. Tipo de cárter/carcasa para carcasa con tapa atornillada
RENAULT;Kangoo II / Grand Kangoo / Kangoo Be Bop;1.5 dCi 90;Diesel;Filtro de combustible;F;WK 12 008;WF8489;Sistema de filtración Sogefi. Tipo de cárter/carcasa para carcasa con tapa remachada
RENAULT;Kangoo II / Grand Kangoo / Kangoo Be Bop;1.6 SCe;;Filtro de aire de cabina;CA;CU 25 012;WP9336;
RENAULT;Kangoo II / Grand Kangoo / Kangoo Be Bop;1.6 SCe;;Filtro de aceite;O;W 67/1;WL10466A;
RENAULT;Kangoo II / Grand Kangoo / Kangoo Be Bop;1.6 SCe;;Filtro de aire de cabina;CA;CU 2418-2;WP9336;
RENAULT;Kangoo II / Grand Kangoo / Kangoo Be Bop;1.6 SCe;;Filtro de combustible;F;WK 6002;WF36165;
RENAULT;Kangoo II / Grand Kangoo / Kangoo Be Bop;1.6 SCe;;Filtro de aire;A;C 27 030;WA48900;
RENAULT;Kangoo II / Grand Kangoo / Kangoo Be Bop;1.6 SCe;;Filtro de combustible;F;WK 58/3;WF36165;
RENAULT;Kangoo II / Grand Kangoo / Kangoo Be Bop;Z.E.;;Filtro de aire de cabina;CA;CU 2418-2;WP9336;
RENAULT;Kardian;1.0 12v TCe;Nafta;Filtro de aire de cabina;CA;CU 22 011;WP2110;
RENAULT;Kardian;1.0 12v TCe;Nafta;Filtro de combustible;F;WK 58;WF10295;
RENAULT;Kardian;1.0 12v TCe;Nafta;Filtro de aceite;O;HU 10 002 z;WL7506;
RENAULT;Kardian;1.0 12v TCe;Nafta;Filtro de aire;A;C 21 110;WA9993;
RENAULT;Kardian;1.6 16v SCe;Nafta;Filtro de aire de cabina;CA;CU 22 011;WP2110;
RENAULT;Kardian;1.6 16v SCe;Nafta;Filtro de combustible;F;WK 58;WF10295;
RENAULT;Kardian;1.6 16v SCe;Nafta;Filtro de aceite;O;W 67/1;WL10466A;
RENAULT;Kardian;1.6 16v SCe;Nafta;Filtro de aire;A;C 27 030;#N/A;
RENAULT;Koleos;2.5;Nafta;Filtro de aire de cabina;CA;CU 2620;WP2004;
RENAULT;Koleos;2.5;Nafta;Filtro de aire;A;C 2329;WA6339;
RENAULT;Koleos;2.5;Nafta;Filtro de aceite;O;W 67/1;WL10466A;
RENAULT;Koleos II (HZG);2.5 SCe;Nafta;Filtro de aceite;O;W 67/1;WL10466A;
RENAULT;Koleos II (HZG);2.5 SCe;Nafta;Filtro de aire;A;C 25 040;WA9788;
RENAULT;Koleos II (HZG);2.5 SCe;Nafta;Filtro de aire de cabina;CA;CU 25 012;WP2100;
RENAULT;Kwid;1.0 12V SCe;Nafta/Flexi;Filtro de aceite;O;W 66;WL10467A;
RENAULT;Kwid;1.0 12V SCe;Nafta/Flexi;Filtro de combustible;F;WK 58/3;WF36165;
RENAULT;Kwid;1.0 12V SCe;Nafta/Flexi;Filtro de aire;A;C 24 700;WA11151;
RENAULT;Kwid;1.0 12V SCe;Nafta/Flexi;Filtro de aire de cabina;CA;CU 20 040;#N/A;
RENAULT;Laguna I;1.8 16V;Nafta;Filtro de aceite;O;W 75/3;WL54145;
RENAULT;Laguna I;1.8 16V;Nafta;Filtro de combustible;F;WK 6002;#N/A;
RENAULT;Laguna I;1.8 16V;Nafta;Filtro de aire;A;C 1858/2;WA48900;
RENAULT;Laguna I;1.8 16V;Nafta;Filtro de aire de cabina;CA;CU 2525;WP6844;Filtro de cabina monofuncional
RENAULT;Laguna I;1.8 16V;Nafta;Filtro de aire de cabina;CA;CU 2525;WP6844;Volante a la izquierda
RENAULT;Laguna I;1.9 dTi;Diesel;Filtro de aire de cabina;CA;CU 2525;WP6844;Volante a la izquierda
RENAULT;Laguna I;1.9 dTi;Diesel;Filtro de aire de cabina;CA;CU 2525;WP6844;Filtro de cabina monofuncional
RENAULT;Laguna I;1.9 dTi;Diesel;Filtro de combustible;F;PU 822 x;WF8254;Sistema de inyección CAV/Delphi
RENAULT;Laguna I;1.9 dTi;Diesel;Filtro de aire;A;C 1387;#N/A;
RENAULT;Laguna I;1.9 dTi;Diesel;Filtro de aceite;O;W 75/3;WL54145;
RENAULT;Laguna I;1.9 dTi;Diesel;Filtro de combustible;F;P 716/1 x;WF8254;Sistema de inyección Bosch
RENAULT;Laguna I;2.0;Nafta;Filtro de combustible;F;WK 58/3;WF36165;
RENAULT;Laguna I;2.0;Nafta;Filtro de aceite;O;W 79;WL54145;
RENAULT;Laguna I;2.0;Nafta;Filtro de aire de cabina;CA;CU 2525;WP6844;Volante a la izquierda
RENAULT;Laguna I;2.0;Nafta;Filtro de aire de cabina;CA;CU 2525;WP6844;Filtro de cabina monofuncional
RENAULT;Laguna I;2.0;Nafta;Filtro de combustible;F;WK 6002;WF36165;
RENAULT;Laguna I;2.0;Nafta;Filtro de aire;A;C 3377;#N/A;
RENAULT;Laguna I;2.0;Nafta;Filtro de aceite;O;W 75/3;WL54145;
RENAULT;Laguna I;2.0;Nafta;Filtro de combustible;F;WK 6002;WF36165;
RENAULT;Laguna I;2.0;Nafta;Filtro de aire de cabina;CA;CU 2525;WP6844;Filtro de cabina monofuncional
RENAULT;Laguna I;2.0;Nafta;Filtro de aire de cabina;CA;CU 2525;WP6844;Volante a la izquierda
RENAULT;Laguna I;2.0;Nafta;Filtro de aceite;O;W 75/3;WL54145;
RENAULT;Laguna I;2.0;Nafta;Filtro de combustible;F;WK 618/1;WF36165;
RENAULT;Laguna I;2.0;Nafta;Filtro de aire;A;C 3377;#N/A;
RENAULT;Laguna I;2.0;Nafta;Filtro de combustible;F;WK 58/3;WF36165;
RENAULT;Laguna I;2.0 16V;Nafta;Filtro de aceite;O;W 75/3;WL54145;
RENAULT;Laguna I;2.0 16V;Nafta;Filtro de combustible;F;WK 6002;WF36165;
RENAULT;Laguna I;2.0 16V;Nafta;Filtro de aire;A;C 1858/2;WA48900;
RENAULT;Laguna I;2.0 16V;Nafta;Filtro de combustible;F;WK 58/3;WF36165;
RENAULT;Laguna I;2.0 16V;Nafta;Filtro de aire de cabina;CA;CU 2525;WP6844;Filtro de cabina monofuncional
RENAULT;Laguna I;2.0 16V;Nafta;Filtro de aire de cabina;CA;CU 2525;WP6844;Volante a la izquierda
RENAULT;Laguna I;2.0 16V;Nafta;Filtro de aire de cabina;CA;CU 2525;WP6844;Volante a la izquierda
RENAULT;Laguna I;2.0 16V RXE;;Filtro de aire;A;C 2282;#N/A;
RENAULT;Laguna I;2.0 16V RXE;;Filtro de aire de cabina;CA;CU 2525;WP6844;
RENAULT;Laguna I;2.0 16V RXE;;Filtro de combustible;F;WK 618/1;#N/A;
RENAULT;Laguna I;2.0 16V RXE;;Filtro de aceite;O;W 7053;WL7086;
RENAULT;Laguna I;2.0 16V RXE;;Filtro de aire de cabina;CA;CU 2525;WP6844;Volante a la izquierda
RENAULT;Laguna I;2.0 16V RXE;;Filtro de aire de cabina;CA;CU 2525;WP6844;Filtro de cabina monofuncional
RENAULT;Laguna I;2.0 8V;;Filtro de aire de cabina;CA;CU 2525;WP6844;algunos modelos
RENAULT;Laguna I;2.0 8V;;Filtro de combustible;F;WK 58/3;WF36165;Filtro de combustible opcional
RENAULT;Laguna I;2.0 8V;;Filtro de aire de cabina;CA;CU 2525;WP6844;Filtro de cabina monofuncional
RENAULT;Laguna I;2.0 8V;;Filtro de aire de cabina;CA;CU 2525;WP6844;Volante a la izquierda
RENAULT;Laguna I;2.0T 16V;Nafta;Filtro de aire;A;C 2282;#N/A;
RENAULT;Laguna I;2.0T 16V;Nafta;Filtro de combustible;F;WK 618/1;#N/A;
RENAULT;Laguna I;2.0T 16V;Nafta;Filtro de aceite;O;W 712/47;WL7086;
RENAULT;Laguna I;2.0T 16V;Nafta;Filtro de combustible;F;WK 6002;#N/A;
RENAULT;Laguna I;2.0T 16V;Nafta;Filtro de aire de cabina;CA;CU 2525;WP6844;Filtro de cabina monofuncional
RENAULT;Laguna I;2.0T 16V;Nafta;Filtro de aire de cabina;CA;CU 2525;WP6844;Volante a la izquierda
RENAULT;Laguna I;2.0T 16V;Nafta;Filtro de aire de cabina;CA;CU 2525;WP6844;Volante a la izquierda
RENAULT;Laguna I;2.0i RT, RXE, Nevada;;Filtro de aire;A;C 3377;#N/A;
RENAULT;Laguna I;2.0i RT, RXE, Nevada;;Filtro de aire de cabina;CA;CU 2525;WP6844;
RENAULT;Laguna I;2.0i RT, RXE, Nevada;;Filtro de combustible;F;WK 618/1;#N/A;
RENAULT;Laguna I;2.0i RT, RXE, Nevada;;Filtro de aceite;O;W 79;WL7427;
RENAULT;Laguna I;2.0i RT, RXE, Nevada;;Filtro de aire de cabina;CA;CU 2525;WP6844;Filtro de cabina monofuncional
RENAULT;Laguna I;2.0i RT, RXE, Nevada;;Filtro de aire de cabina;CA;CU 2525;WP6844;Volante a la izquierda
RENAULT;Laguna I;2.2 D RT;;Filtro de aire;A;C 27 103;#N/A;
RENAULT;Laguna I;2.2 D RT;;Filtro de aire de cabina;CA;CU 2525;WP6844;
RENAULT;Laguna I;2.2 D RT;;Filtro de combustible;F;WK 718/2;#N/A;
RENAULT;Laguna I;2.2 D RT;;Filtro de aceite;O;WP 914;#N/A;
RENAULT;Laguna I;2.2 D RT;;Filtro de aire de cabina;CA;CU 2525;WP6844;Filtro de cabina monofuncional
RENAULT;Laguna I;2.2 D RT;;Filtro de aire de cabina;CA;CU 2525;WP6844;Volante a la izquierda
RENAULT;Laguna I;2.2D;Diesel;Filtro de aire de cabina;CA;CU 2525;WP6844;Volante a la izquierda
RENAULT;Laguna I;2.2D;Diesel;Filtro de aire de cabina;CA;CU 2525;WP6844;Filtro de cabina monofuncional
RENAULT;Laguna I;2.2D;Diesel;Filtro de aceite;O;WP 914;#N/A;
RENAULT;Laguna I;2.2D;Diesel;Filtro de combustible;F;P 733/1 x;#N/A;
RENAULT;Laguna I;2.2D;Diesel;Filtro de combustible;F;WK 718/2;#N/A;
RENAULT;Laguna I;3.0 V6 24V;Nafta;Filtro de aceite;O;W 712/47;WL7086;
RENAULT;Laguna I;3.0 V6 24V;Nafta;Filtro de combustible;F;WK 6002;#N/A;
RENAULT;Laguna I;3.0 V6 24V;Nafta;Filtro de aire de cabina;CA;CU 2525;WP6844;Filtro de cabina monofuncional
RENAULT;Laguna I;3.0 V6 24V;Nafta;Filtro de aire de cabina;CA;CU 2525;WP6844;Volante a la izquierda
RENAULT;Laguna I;3.0 V6 24V;Nafta;Filtro de aire;A;C 26 107;#N/A;
RENAULT;Laguna I;3.0 V6 RXT;;Filtro de aceite;O;W 7053;WL7086;
RENAULT;Laguna I;3.0 V6 RXT;;Filtro de aire de cabina;CA;CU 2525;WP6844;Volante a la izquierda
RENAULT;Laguna I;3.0 V6 RXT;;Filtro de aire de cabina;CA;CU 2525;WP6844;Filtro de cabina monofuncional
RENAULT;Laguna I;3.0 V6 RXT;;Filtro de combustible;F;WK 618/1;#N/A;
RENAULT;Laguna I;3.0 V6 RXT;;Filtro de aire de cabina;CA;CU 2525;WP6844;
RENAULT;Laguna II;1.8 16V RXE, Nevada;;Filtro de aire;A;C 1858/2;WA48900;
RENAULT;Laguna II;1.8 16V RXE, Nevada;;Filtro de combustible;F;WK 6002;#N/A;
RENAULT;Laguna II;1.8 16V RXE, Nevada;;Filtro de aceite;O;W 75/3;WL54145;
RENAULT;Laguna II;1.8 16V RXE, Nevada;;Filtro de aire de cabina;CA;CU 2525;WP6844;
RENAULT;Laguna II;1.8 16V RXE, Nevada;;Filtro de aire de cabina;CA;CU 2149;WP6844;
RENAULT;Laguna II;1.9 dCi;Diesel;Filtro de combustible;F;P 733/1 x;#N/A;
RENAULT;Laguna II;1.9 dCi;Diesel;Filtro de aceite;O;W 79;WL54145;
RENAULT;Laguna II;1.9 dCi;Diesel;Filtro de aire de cabina;CA;CU 2149;#N/A;
RENAULT;Laguna II;1.9 dCi;Diesel;Filtro de aire;A;C 24 123/2;#N/A;
RENAULT;Laguna II;1.9 dCi;Diesel;Filtro de aceite;O;W 75/3;WL54145;
RENAULT;Laguna II;1.9 dCi;Diesel;Filtro de aire de cabina;CA;CU 2149;#N/A;
RENAULT;Laguna II;1.9 dTi RXE;;Filtro de aire de cabina;CA;CU 2149;WP6844;
RENAULT;Laguna II;1.9 dTi RXE;;Filtro de aire de cabina;CA;CU 2525;WP6844;
RENAULT;Laguna II;1.9 dTi RXE;;Filtro de combustible;F;P 716/1 x;WF8014;
RENAULT;Laguna II;1.9 dTi RXE;;Filtro de aceite;O;W 75/3;WL54145;
RENAULT;Laguna II;1.9 dTi RXE;;Filtro de aire;A;C 1387;#N/A;
RENAULT;Laguna II;2.0 16V;Nafta;Filtro de combustible;F;WK 6002;#N/A;Opción especial. Filtro de combustible instalado fuera del depósito
RENAULT;Laguna II;2.0 16V;Nafta;Filtro de aceite;O;W 75/3;WL54145;
RENAULT;Laguna II;2.0 16V;Nafta;Filtro de aire de cabina;CA;CU 2149;#N/A;
RENAULT;Laguna II;2.0 16V;Nafta;Filtro de aire;A;C 1858/2;WA48900;
RENAULT;Laguna II;3.0 12V;;Filtro de combustible;F;WK 58/3;WF36165;
RENAULT;Laguna II;3.0 12V;;Filtro de aire de cabina;CA;CU 2525;WP6844;algunos modelos
RENAULT;Laguna II;3.0 12V;;Filtro de aire de cabina;CA;CU 2149;WP6844;
RENAULT;Laguna II;3.0 V6 24V;Nafta;Filtro de aceite;O;W 712/4;57085;
RENAULT;Laguna II;3.0 V6 24V;Nafta;Filtro de aire;A;C 24 123/2;#N/A;
RENAULT;Laguna II;3.0 V6 24V;Nafta;Filtro de combustible;F;WK 6002;#N/A;Opción especial. Filtro de combustible instalado fuera del depósito
RENAULT;Laguna II;3.0 V6 24V;Nafta;Filtro de aire de cabina;CA;CU 2149;#N/A;
RENAULT;Laguna II;3.0 V6 24V;Nafta;Filtro de aceite;O;W 712/47;57085;
RENAULT;Laguna II;3.0 V6 24V;Nafta;Filtro de aire de cabina;CA;CU 2149;#N/A;
RENAULT;Latitude;2.0 16V;Nafta;Filtro de combustible;F;WK 6002;#N/A;
RENAULT;Latitude;2.0 16V;Nafta;Filtro de aceite;O;W 67/1;WL10466A;
RENAULT;Latitude;3.5i 24V DOHC VVT;Nafta;Filtro de aceite;O;W 67/1;WL10466A;
RENAULT;Logan;1.5 dCi;Diesel;Filtro de aire;A;C 3875;WA6761;
RENAULT;Logan;1.5 dCi;Diesel;Filtro de aceite;O;W 79;WL7427;
RENAULT;Logan;1.5 dCi;Diesel;Filtro de combustible;F;WK 8039;WF8391;Sistema de filtración DELPHI
RENAULT;Logan;1.5 dCi;Diesel;Filtro de combustible;F;WK 9007;WF8391;con conexión para el sensor del agua
RENAULT;Logan;1.5 dCi;Diesel;Filtro de aire de cabina;CA;CU 22 019;WP10285;
RENAULT;Logan;1.5 dCi;Diesel;Filtro de aceite;O;W 75/3;WL7427;
RENAULT;Logan;1.5 dCi;Diesel;Filtro de aire;A;C 3875;WA6761;
RENAULT;Logan;1.5 dCi;Diesel;Filtro de aire de cabina;CA;CU 22 019;WP10285;
RENAULT;Logan;1.5 dCi;Diesel;Filtro de combustible;F;WK 8039;WF8391;
RENAULT;Logan;1.5 dCi;Diesel;Filtro de combustible;F;WK 9007;WF8391;con conexión para el sensor del agua
RENAULT;Logan;1.6;Nafta;Filtro de aceite;O;W 75/3;WL54145;
RENAULT;Logan;1.6;Nafta;Filtro de combustible;F;WK 6002;WF36165;
RENAULT;Logan;1.6;Nafta;Filtro de aire;A;C 2672/1;WA6697;
RENAULT;Logan;1.6;Nafta;Filtro de combustible;F;WK 58/3;WF36165;
RENAULT;Logan;1.6;Nafta;Filtro de aceite;O;W 75/3;WL54145;
RENAULT;Logan;1.6;Nafta;Filtro de aire;A;C 2672/1;WA6697;
RENAULT;Logan;1.6;Nafta;Filtro de combustible;F;WK 6002;WF36165;
RENAULT;Logan;1.6;Nafta;Filtro de combustible;F;WK 58/3;WF36165;
RENAULT;Logan;1.6 16v;Nafta;Filtro de aire de cabina;CA;CU 22 019;WP10285;
RENAULT;Logan;1.6 16v;Nafta;Filtro de aire;A;C 1858/2;WA48900;
RENAULT;Logan;1.6 16v;Nafta;Filtro de combustible;F;WK 6002;#N/A;
RENAULT;Logan;1.6 16v;Nafta;Filtro de aceite;O;W 75/3;WL54145;
RENAULT;Logan;1.6 8V;Nafta/Flexi;Filtro de combustible;F;WK 6002;WF36165;
RENAULT;Logan;1.6 8V;Nafta/Flexi;Filtro de aceite;O;W 75/3;WL54145;
RENAULT;Logan;1.6 8V;Nafta/Flexi;Filtro de aire;A;C 2672/1;WA6697;
RENAULT;Logan;1.6 8V;Nafta/Flexi;Filtro de aire de cabina;CA;CU 22 019;WP10285;
RENAULT;Logan;1.6 8V;Nafta/Flexi;Filtro de combustible;F;WK 58/3;WF36165;
RENAULT;Logan II;1.6;Nafta;Filtro de aceite;O;W 67/1;WL10466A;
RENAULT;Logan II;1.6;Nafta;Filtro de aire;A;C 27 030;WA9830;
RENAULT;Logan II;1.6;Nafta;Filtro de aire de cabina;CA;CUK 22 011;WP2110;
RENAULT;Logan II;1.6;Nafta;Filtro de aire de cabina;CA;CU 22 011;WP2110;
RENAULT;Logan II;1.6;Nafta;Filtro de aire;A;C 33 006;WA9830;
RENAULT;Logan II;1.6;Nafta;Filtro de aceite;O;W 75/3;WL10466A;
RENAULT;Logan II;1.6;Nafta;Filtro de aire de cabina;CA;CUK 22 011;WP2110;
RENAULT;Logan II;1.6;Nafta;Filtro de aire de cabina;CA;CU 22 011;WP2110;
RENAULT;Logan II;1.6 16V;Nafta;Filtro de aire de cabina;CA;CU 22 011;WP2110;
RENAULT;Logan II;1.6 16V;Nafta;Filtro de aire de cabina;CA;CUK 22 011;WP2110;
RENAULT;Logan II;1.6 16V;Nafta;Filtro de aire;A;C 1858/2;WA48900;
RENAULT;Logan II;1.6 16V;Nafta;Filtro de combustible;F;WK 6002;#N/A;
RENAULT;Logan II;1.6 16V;Nafta;Filtro de aire;A;C 1858/2;WA48900;
RENAULT;Logan II;1.6 16V;Nafta;Filtro de aceite;O;W 75/3;WL54145;
RENAULT;Logan II;1.6 16V;Nafta;Filtro de aire de cabina;CA;CUK 22 011;WP2110;
RENAULT;Logan II;1.6 16V;Nafta;Filtro de aire de cabina;CA;CU 22 011;WP2110;
RENAULT;Logan II;1.6 16V;Nafta;Filtro de aceite;O;W 75/3;WL54145;
RENAULT;Logan II;1.6 8v;Nafta;Filtro de aire de cabina;CA;CU 22 011;WP2110;
RENAULT;Logan II;1.6 8v;Nafta;Filtro de aire de cabina;CA;CUK 22 011;WP2110;
RENAULT;Logan II;1.6 8v;Nafta;Filtro de aceite;O;W 75/3;WL54145;
RENAULT;Logan II;1.6 8v;Nafta;Filtro de aire;A;C 33 006;WA9754;
RENAULT;Logan II;1.6 8v;Nafta;Filtro de combustible;F;WK 6002;#N/A;
RENAULT;Master (I);2.5 16V Diesel;Diesel;Filtro de combustible;F;P 718/1x;WF10277;
RENAULT;Master (I);2.5 16V Diesel;Diesel;Filtro de aire;A;C 29 168;WA48105;
RENAULT;Master (I);2.5 16V Diesel;Diesel;Filtro de aire;A;C 32 199;WA48105;
RENAULT;Master (I);2.5 16V Diesel;Diesel;Filtro de aceite;O;HU 923 x;WL7306;
RENAULT;Master (I);2.5 D;;Filtro de aire;A;C 32 154/1;WA6562;
RENAULT;Master (I);2.5 D;;Filtro de combustible;F;P 733/1 x;#N/A;
RENAULT;Master (I);2.5 D;;Filtro de aceite;O;WP 1144;WL7160;
RENAULT;Master (I);2.5 D;;Filtro de aceite;O;WP 914;WL7160;
RENAULT;Master (I);2.5 D;;Filtro de aire;A;C 32 154/1;WA6562;
RENAULT;Master (I);2.5 D;;Filtro de combustible;F;P 733/1 x;#N/A;
RENAULT;Master (I);2.5 dCi 120;Diesel;Filtro de aire;A;C 29 168;WA6562;
RENAULT;Master (I);2.5 dCi 120;Diesel;Filtro de combustible;F;P 718/1x;WF10277;
RENAULT;Master (I);2.5 dCi 120;Diesel;Filtro de aceite;O;HU 923 x;WL7306;
RENAULT;Master (I);2.5 dCi 120;Diesel;Filtro de aire;A;C 32 154/1;WA6562;
RENAULT;Master (I);2.8 DTI Turbo Aspirado;;Filtro de aceite;O;WP 1144;WL7160;
RENAULT;Master (I);2.8 DTI Turbo Aspirado;;Filtro de aire;A;C 32 199;93364E;
RENAULT;Master (I);2.8 DTI Turbo Aspirado;;Filtro de combustible;F;P 718/1x;WF10277;
RENAULT;Master (I);2.8 Td;;Filtro de aceite;O;WP 1144;WL7160;
RENAULT;Master (I);2.8 Td;;Filtro de combustible;F;P 733/1 x;#N/A;
RENAULT;Master (I);2.8 Td;;Filtro de aire;A;C 32 154/1;93364E;
RENAULT;Master (I);2.8 Td;;Filtro de aire;A;C 32 199;93364E;
RENAULT;Master (I);2.8 Td;;Filtro de combustible;F;WK 1140;#N/A;
RENAULT;Master (I);2.8 dTI;Diesel;Filtro de aire;A;C 32 154/1;WA6562;
RENAULT;Master (I);2.8 dTI;Diesel;Filtro de combustible;F;P 733/1 x;#N/A;
RENAULT;Master (I);2.8 dTI;Diesel;Filtro de aceite;O;WP 1144;WL7160;
RENAULT;Master (I);2.8 dTI;;Filtro de aceite;O;WP 914;#N/A;
RENAULT;Master (I);2.8 dTI;;Filtro de combustible;F;P 733/1 x;#N/A;
RENAULT;Master (I);2.8 dTI;;Filtro de aire;A;C 32 154/1;WA6562;
RENAULT;Master (III);2.3;;Filtro de aire de cabina;CA;CU 2418-2;WP9336;
RENAULT;Master (III);2.3;;Filtro de combustible;F;P 718/1x;WF10277;
RENAULT;Master (III);2.3;;Filtro de aire de cabina;CA;CU 2418-2;WP9336;
RENAULT;Master (III);2.3;;Filtro de aire;A;C 30 011;WA9670;
RENAULT;Master (III);2.3;;Filtro de aceite;O;HU 618 x;WL7424;
RENAULT;Master (III);2.3 dCi 130;Diesel;Filtro de aire;A;C 30 011;WA9670;Atmósera con mucho polvo
RENAULT;Master (III);2.3 dCi 130;Diesel;Filtro de aceite;O;HU 6011 z;WL7576;
RENAULT;Master (III);2.3 dCi 130;Diesel;Filtro de combustible;F;PU 9009 z KIT;WF8493;Sistema de filtración MAHLE
RENAULT;Master (III);2.3 dCi 130;Diesel;Filtro de combustible;F;PU 9009 z KIT;WF8493;Sistema de filtración MAHLE
RENAULT;Master (III);2.3 dCi 130;Diesel;Filtro de combustible;F;WK 12 009;WF8493;
RENAULT;Master (III);2.3 dCi 130;Diesel;Filtro de aire de cabina;CA;CU 2418-2;WP9336;
RENAULT;Master (III);2.3 dCi 130;Diesel;Filtro de aceite;O;HU 6011 z;WL7576;
RENAULT;Master (III);2.3 dCi 130;Diesel;Filtro de aire;A;C 30 011;WA9670;
RENAULT;Master (III);2.3 dCi 130;Diesel;Filtro de combustible;F;P 718/1x;WF8493;
RENAULT;Master (III);2.3 dCi 130;Diesel;Filtro de aire de cabina;CA;CU 2418-2;WP9336;
RENAULT;Master (III);2.3 dCi 130;Diesel;Filtro de combustible;F;WK 12 009;WF8493;Sistema de filtración Sogefi
RENAULT;Master I;2.5 D;Diesel;Filtro de aire;A;C 32 154/1;WA6562;
RENAULT;Master I;2.5 D;Diesel;Filtro de aceite;O;WP 1144;WL7160;
RENAULT;Master I;2.5 D;Diesel;Filtro de combustible;F;P 733/1 x;#N/A;
RENAULT;Megane E-Tech;EV60;Electric;Filtro de aire de cabina;CA;CUK 22 011;WP2110;
RENAULT;Megane E-Tech;EV60;Electric;Filtro de aire de cabina;CA;CU 22 011;WP2110;
RENAULT;Mégane I;1.6 e;Nafta;Filtro de aire;A;C 1380;WA6456;
RENAULT;Mégane I;1.6 e;Nafta;Filtro de aceite;O;W 75/3;WL54145;
RENAULT;Mégane I;1.6 e;Nafta;Filtro de combustible;F;WK 6002;#N/A;
RENAULT;Mégane I;1.6 e;Nafta;Filtro de combustible;F;WK 6012;#N/A;
RENAULT;Mégane I;1.6 e;Nafta;Filtro de aire de cabina;CA;CU 2424;WP6928;Con aire acondicionado
RENAULT;Mégane I;1.6 e;Nafta;Filtro de aire de cabina;CA;CU 2945;WP6928;
RENAULT;Mégane I;1.6i 16V;Nafta;Filtro de aire de cabina;CA;CU 2945;WP6928;
RENAULT;Mégane I;1.6i 16V;Nafta;Filtro de combustible;F;WK 58/3;WF36165;
RENAULT;Mégane I;1.6i 16V;Nafta;Filtro de aire;A;C 1858/2;WA48900;
RENAULT;Mégane I;1.6i 16V;Nafta;Filtro de combustible;F;WK 6002;WF36165;
RENAULT;Mégane I;1.6i 16V;Nafta;Filtro de aire de cabina;CA;CU 2424;WP6928;Con aire acondicionado
RENAULT;Mégane I;1.6i 16V;Nafta;Filtro de aceite;O;W 75/3;WL54145;
RENAULT;Mégane I;1.6i RN, RT, Coupé;;Filtro de aceite;O;W 79;WL54145;
RENAULT;Mégane I;1.6i RN, RT, Coupé;;Filtro de aire;A;C 2766;46090;
RENAULT;Mégane I;1.6i RN, RT, Coupé;;Filtro de aire de cabina;CA;CU 2424;WP6928;Con aire acondicionado
RENAULT;Mégane I;1.6i RN, RT, Coupé;;Filtro de aire de cabina;CA;CU 2945;WP6928;
RENAULT;Mégane I;1.6i RN, RT, Coupé;;Filtro de combustible;F;WK 6002;#N/A;
RENAULT;Mégane I;1.9 D;Diesel;Filtro de aceite;O;W 75/3;WL54145;
RENAULT;Mégane I;1.9 D;Diesel;Filtro de combustible;F;PU 822 x;WF8254;Parcialmente / o
RENAULT;Mégane I;1.9 D;Diesel;Filtro de aire;A;C 1858/2;WA48900;
RENAULT;Mégane I;1.9 D;Diesel;Filtro de combustible;F;P 716/1 x;WF8254;
RENAULT;Mégane I;1.9 D;Diesel;Filtro de aire de cabina;CA;CU 2424;WP6928;Con aire acondicionado
RENAULT;Mégane I;1.9 D;Diesel;Filtro de aire de cabina;CA;CU 2945;WP6928;
RENAULT;Mégane I;1.9 dCi;Diesel;Filtro de aceite;O;W 79;WL7427;
RENAULT;Mégane I;1.9 dCi;Diesel;Filtro de aire de cabina;CA;CU 2424;WP6928;Con aire acondicionado
RENAULT;Mégane I;1.9 dCi;Diesel;Filtro de aire de cabina;CA;CU 2945;WP6928;
RENAULT;Mégane I;1.9 dT;Diesel;Filtro de aire de cabina;CA;CU 2424;WP6928;Con aire acondicionado
RENAULT;Mégane I;1.9 dT;Diesel;Filtro de aire;A;C 1399/2;#N/A;
RENAULT;Mégane I;1.9 dT;Diesel;Filtro de combustible;F;P 716;WF8014;
RENAULT;Mégane I;1.9 dT;Diesel;Filtro de combustible;F;P 716/1 x;WF8014;Parcialmente / o
RENAULT;Mégane I;1.9 dT;Diesel;Filtro de aceite;O;W 75/3;WL54145;
RENAULT;Mégane I;1.9 dT;Diesel;Filtro de aire de cabina;CA;CU 2945;WP6928;
RENAULT;Mégane I;1.9 dTi;Diesel;Filtro de aire de cabina;CA;CU 2945;WP6928;
RENAULT;Mégane I;1.9 dTi;Diesel;Filtro de aire de cabina;CA;CU 2424;WP6928;Con aire acondicionado
RENAULT;Mégane I;1.9 dTi;Diesel;Filtro de aire;A;C 1399/2;WA6684;Codigo de motor F9Q 730/734
RENAULT;Mégane I;1.9 dTi;Diesel;Filtro de combustible;F;P 716/1 x;WF8014;Sistema de inyección Bosch
RENAULT;Mégane I;1.9 dTi;Diesel;Filtro de combustible;F;PU 822 x;WF8014;Sistema de inyección CAV/Delphi
RENAULT;Mégane I;1.9 dTi;Diesel;Filtro de aceite;O;W 79;WL7427;
